road_name,neighborhood,diagnosis_date,latitude,longitude,administrative_area_code,year,cases
文賢三街,文元里,2015/08/20,23.014,120.198,67000340,104,3
中華東路,自強里,2015/08/20,22.975,120.224,67000320,104,27
二王路,二王里,2015/08/20,23.02,120.249,67000310,104,2
東寧路,大學里,2015/08/20,22.992,120.222,67000320,104,4
大武街,小康里,2015/08/20,23.018,120.218,67000340,104,7
建平14街,建平里,2015/08/20,22.994,120.183,67000360,104,3
,東橋里,2015/08/20,23.021,120.236,67000310,104,1
東寧路,裕農里,2015/08/20,22.989,120.23,67000320,104,9
永華六街,怡平里,2015/08/20,22.994,120.177,67000360,104,6
和緯路3段,文成里,2015/08/20,23.006,120.184,67000340,104,1
府前路,大涼里,2015/08/20,22.989,120.204,67000370,104,13
崇德十,崇文里,2015/08/20,22.982,120.217,67000320,104,3
裕農三街,南聖里,2015/08/20,22.989,120.239,67000320,104,2
正興街,三合里,2015/08/20,22.994,120.197,67000370,104,21
康樂街,三合里,2015/08/20,22.999,120.197,67000370,104,22
賢北街,賢北里,2015/08/20,23.008,120.183,67000340,104,7
崇善五街,崇善里,2015/08/20,22.974,120.23,67000320,104,4
大橋一街,大橋里,2015/08/20,23.018,120.23,67000310,104,13
復國一路,復國里,2015/08/20,23.006,120.247,67000310,104,10
海安路,中正里,2015/08/20,22.995,120.196,67000370,104,22
仁義路,仁義里,2015/08/20,22.968,120.256,67000270,104,2
大興街,大和里,2015/08/20,23.007,120.178,67000340,104,5
中央路,甲頂里,2015/08/20,23.023,120.216,67000310,104,8
成功路,公園里,2015/08/21,22.998,120.21,67000340,104,3
和緯路,西湖里,2015/08/21,23.003,120.184,67000370,104,2
海佃路,理想里,2015/08/21,23.035,120.189,67000350,104,1
中華西,開南里,2015/08/21,22.967,120.184,67000330,104,6
長樂路,延平里,2015/08/21,23.011,120.212,67000340,104,10
中華東路,忠孝里,2015/08/21,22.974,120.22,67000320,104,3
本原街,淵東里,2015/08/21,23.053,120.175,67000350,104,1
安中路,梅花里,2015/08/21,23.042,120.198,67000350,104,3
安通三街,安西里,2015/08/21,23.03,120.204,67000350,104,1
灣裡路,興農里,2015/08/21,22.92,120.183,67000330,104,1
武侯街,延平里,2015/08/21,23.301,120.312,67000010,104,2
小東路,莊敬里,2015/08/21,22.998,120.233,67000320,104,1
仁和路,仁和里,2015/08/21,22.969,120.235,67000320,104,2
功安三街,溪心里,2015/08/21,23.051,120.182,67000350,104,3
民權路,天后里,2015/08/21,23.003,120.166,67000370,104,2
大福街,協進里,2015/08/21,22.999,120.194,67000370,104,16
大灣路,北灣里,2015/08/21,23.015,120.268,67000310,104,1
國民路,大恩里,2015/08/21,22.969,120.21,67000330,104,1
新都路,明亮里,2015/08/21,22.969,120.199,67000330,104,13
義安街,大安里,2015/08/21,23.033,120.195,67000350,104,7
崇德街,鎮山里,2015/08/21,23.155,120.181,67000120,104,1
仁愛街,水仙里,2015/08/21,22.996,120.198,67000370,104,26
金華路,府南里,2015/08/21,22.973,120.191,67000330,104,3
西門路,田寮里,2015/08/21,22.978,120.196,67000330,104,30
仁東街,仁和里,2015/08/21,22.97,120.235,67000320,104,3
立德11路,大德里,2015/08/21,22.978,120.214,67000320,104,2
府前3街,建平里,2015/08/21,22.994,120.185,67000360,104,1
府連路,大同里,2015/08/21,22.985,120.211,67000320,104,11
東豐路,中樓里,2015/08/21,23.004,120.217,67000340,104,15
海佃路,溪墘里,2015/08/21,23.024,120.192,67000350,104,12
民族路,三合里,2015/08/21,22.996,120.206,67000370,104,8
中華路,中興里,2015/08/21,23.023,120.213,67000310,104,14
仁和路,仁和里,2015/08/21,22.972,120.233,67000320,104,18
育平五街,育平里,2015/08/21,22.986,120.166,67000360,104,4
臨安路,文成里,2015/08/21,23.004,120.199,67000340,104,8
中華東路,自強里,2015/08/21,22.992,120.234,67000320,104,1
勝利路,仁愛里,2015/08/21,23.004,120.22,67000340,104,14
安和路,安西里,2015/08/21,23.054,120.218,67000350,104,1
新生南路,興農里,2015/08/21,23.179,120.242,67000070,104,1
武聖路,大豐里,2015/08/21,23.006,120.192,67000340,104,17
德興路,建南里,2015/08/21,22.96,120.193,67000330,104,7
國安街,國安里,2015/08/21,23.021,120.183,67000350,104,15
三官路,再興里,2015/08/21,22.979,120.194,67000330,104,24
大同路,大同里,2015/08/21,22.962,120.217,67000320,104,2
安和路,州北里,2015/08/21,23.068,120.217,67000350,104,1
頂安街,新順里,2015/08/22,23.044,120.214,67000350,104,2
永華路,永康里,2015/08/22,23.016,120.258,67000310,104,4
崇善東路,德高里,2015/08/22,22.968,120.233,67000320,104,1
裕農路,富強里,2015/08/22,22.991,120.248,67000320,104,1
文成路,文元里,2015/08/22,23.012,120.195,67000340,104,1
健康三街,平通里,2015/08/22,22.994,120.169,67000360,104,9
大安街,大安里,2015/08/22,23.041,120.189,67000350,104,1
建南路,文南里,2015/08/22,22.985,120.189,67000330,104,12
安和路,安東里,2015/08/22,23.039,120.215,67000350,104,6
港口3鄰,港口里,2015/08/22,23.094,120.231,67000210,104,1
海環街,海西里,2015/08/22,23.038,120.182,67000350,104,1
郡平路,育平里,2015/08/22,22.989,120.167,67000360,104,8
北門路,大仁里,2015/08/22,23.005,120.215,67000340,104,14
大橋三街,大橋里,2015/08/22,23.021,120.228,67000310,104,21
濟安街,民榮里,2015/08/22,23.302,120.308,67000010,104,1
中正南路,甲頂里,2015/08/22,23.021,120.221,67000310,104,7
華平路,國平里,2015/08/22,22.984,120.173,67000360,104,2
成功路,三合里,2015/08/22,22.999,120.202,67000370,104,10
文平路,國平里,2015/08/22,22.987,120.178,67000360,104,2
聖南街,金華里,2015/08/22,22.98,120.189,67000330,104,6
文賢路,大和里,2015/08/22,23.018,120.193,67000340,104,19
德洋二街,後壁里,2015/08/22,22.956,120.243,67000270,104,1
中華西路,文華里,2015/08/22,22.965,120.185,67000330,104,8
長春街,好平里,2015/08/22,23.301,120.311,67000010,104,4
民權八街,南保里,2015/08/22,22.969,120.287,67000280,104,1
明興路,建南里,2015/08/22,22.956,120.186,67000330,104,1
中正西路,二行里,2015/08/22,22.918,120.222,67000270,104,1
東安路,東明里,2015/08/22,22.992,120.226,67000320,104,6
東門路,虎尾里,2015/08/23,22.977,120.235,67000320,104,2
育平九街,平通里,2015/08/23,22.996,120.168,67000360,104,2
東安路,東光里,2015/08/23,22.995,120.227,67000320,104,2
忠勇街,中華里,2015/08/23,22.999,120.239,67000310,104,1
安復街,安富里,2015/08/23,23.027,120.196,67000350,104,3
中正路,中正里,2015/08/23,22.992,120.204,67000370,104,2
中山路,三民里,2015/08/23,22.975,120.241,67000370,104,1
大橋1街,大橋里,2015/08/23,23.02,120.228,67000310,104,5
北勢路,北勢里,2015/08/23,23.048,120.289,67000180,104,1
友愛街,福安里,2015/08/23,22.992,120.199,67000370,104,24
長溪路,總頭里,2015/08/23,23.051,120.203,67000350,104,2
龍昌街,王行里,2015/08/23,23.033,120.268,67000310,104,1
永南二街,文南里,2015/08/23,22.983,120.187,67000330,104,3
民生路,永福里,2015/08/23,22.994,120.202,67000370,104,6
尊王路,民主里,2015/08/23,22.992,120.194,67000370,104,13
茄苳腳,嘉芳里,2015/08/23,23.308,120.284,67000010,104,1
保大路,西埔里,2015/08/23,22.997,120.287,67000280,104,1
,什乃里,2015/08/23,23.144,120.28,67000190,104,1
勝利路,仁愛里,2015/08/23,22.997,120.218,67000340,104,20
大武街,小康里,2015/08/23,23.016,120.218,67000340,104,20
中清路,一甲里,2015/08/23,22.973,120.256,67000270,104,1
新美街,天后里,2015/08/23,22.998,120.201,67000370,104,18
西賢一路,西賢里,2015/08/23,23.002,120.178,67000370,104,8
育德三街,成德里,2015/08/23,23.015,120.202,67000340,104,3
玉雙里,玉豐里,2015/08/23,23.38,120.418,67000030,104,1
自強路,正強里,2015/08/23,23.028,120.252,67000310,104,6
中和街,協和里,2015/08/23,23.002,120.193,67000370,104,17
府安路,溪東里,2015/08/23,23.024,120.202,67000350,104,8
三官路,新興里,2015/08/23,22.981,120.194,67000330,104,9
金華路,文南里,2015/08/23,22.983,120.192,67000330,104,9
北門路,大仁里,2015/08/23,23.007,120.215,67000340,104,19
崇明四街,忠孝里,2015/08/23,22.982,120.216,67000320,104,3
大橋五街,大橋里,2015/08/23,23.022,120.228,67000310,104,5
北安路,正覺里,2015/08/23,23.042,120.203,67000340,104,2
灣裡路,興農里,2015/08/23,22.928,120.186,67000330,104,2
郡緯街,天后里,2015/08/23,22.998,120.202,67000370,104,12
建業路,南興里,2015/08/23,23.298,120.307,67000010,104,2
建國街,太平里,2015/08/23,23.231,120.352,67000180,104,1
鹽洲二街,鹽洲里,2015/08/24,23.044,120.235,67000310,104,4
德成路,成功里,2015/08/24,22.94,120.24,67000270,104,1
裕丰街,富裕里,2015/08/24,22.985,120.227,67000320,104,27
復國二路,振興里,2015/08/24,23.01,120.248,67000340,104,7
復國一路,復興里,2015/08/24,23.003,120.246,67000310,104,1
中山路,東寧里,2015/08/24,23.162,120.177,67000120,104,4
仁南四街,文南里,2015/08/24,22.983,120.184,67000330,104,5
公園路,公園里,2015/08/24,23.009,120.207,67000340,104,7
自強路,烏竹里,2015/08/24,23.037,120.263,67000310,104,1
正北三路,蔦松里,2015/08/24,23.049,120.263,67000310,104,2
府安路,海南里,2015/08/24,23.007,120.17,67000350,104,5
十六甲,甲中里,2015/08/24,23.253,120.271,67000080,104,1
建平五街,文平里,2015/08/24,22.983,120.181,67000360,104,5
新都路,明亮里,2015/08/24,22.986,120.201,67000330,104,3
正北一路,蔦松里,2015/08/24,23.048,120.261,67000310,104,1
,麻口里,2015/08/24,23.178,120.22,67000070,104,1
建平11街,建平里,2015/08/24,22.995,120.182,67000360,104,5
效忠街,石門里,2015/08/24,23.001,120.165,67000360,104,2
西華街,公園里,2015/08/24,22.999,120.211,67000340,104,5
大德街,元安里,2015/08/24,22.989,120.196,67000370,104,24
復興路,復興里,2015/08/24,22.999,120.245,67000310,104,2
民權路,水仙里,2015/08/24,23.016,120.212,67000370,104,30
崇明十街,東聖里,2015/08/24,22.976,120.222,67000320,104,1
文賢二街,文成里,2015/08/24,23.015,120.197,67000340,104,1
民權路,萬昌里,2015/08/24,22.99,120.21,67000370,104,10
惠南街,金華里,2015/08/24,22.98,120.188,67000330,104,13
文化路,和平里,2015/08/24,22.977,120.232,67000320,104,2
安平路,平安里,2015/08/24,22.999,120.154,67000360,104,1
光明街,小東里,2015/08/24,22.998,120.228,67000320,104,17
太子路,太子里,2015/08/24,22.991,120.257,67000270,104,1
西賢一街,西賢里,2015/08/24,23.016,120.184,67000370,104,7
大橋3街,大橋里,2015/08/24,23.026,120.257,67000310,104,3
育德二路,成德里,2015/08/24,23.016,120.207,67000340,104,2
大同路,大恩里,2015/08/24,22.965,120.216,67000330,104,17
中華北路,文元里,2015/08/24,23.019,120.196,67000340,104,2
金華路,民權里,2015/08/24,22.998,120.195,67000370,104,36
中山南路,二王里,2015/08/24,23.02,120.244,67000310,104,25
勝利路,鎮山里,2015/08/24,23.15,120.18,67000120,104,1
大橋3街,大橋里,2015/08/24,23.021,120.23,67000310,104,5
龍潭街,龍潭里,2015/08/24,23.034,120.267,67000310,104,1
長榮路,正風里,2015/08/25,23.011,120.22,67000340,104,6
民德路,成德里,2015/08/25,23.009,120.204,67000340,104,3
安和路,安東里,2015/08/25,23.057,120.219,67000350,104,2
泰安街,溪頂里,2015/08/25,23.028,120.208,67000350,104,5
建平六街,文平里,2015/08/25,22.987,120.186,67000360,104,3
東橋12街,東橋里,2015/08/25,23.024,120.234,67000310,104,1
北安路,正覺里,2015/08/25,23.015,120.212,67000340,104,15
南園街,國興里,2015/08/25,23.008,120.226,67000340,104,12
四維街,埔園里,2015/08/25,23.035,120.252,67000310,104,2
裕民街,三德里,2015/08/25,22.999,120.204,67000340,104,23
府安路,安富里,2015/08/25,23.024,120.2,67000350,104,6
灣裡路,永寧里,2015/08/25,22.927,120.182,67000330,104,2
,二鎮里,2015/08/25,23.218,120.33,67000100,104,1
府連路,大同里,2015/08/25,22.982,120.21,67000320,104,7
民權南路,歸南里,2015/08/25,22.965,120.288,67000280,104,1
賢南街,金華里,2015/08/25,22.981,120.188,67000330,104,17
國民路,大恩里,2015/08/25,22.968,120.215,67000330,104,3
中正北路,鹽行里,2015/08/25,23.042,120.238,67000310,104,1
育賢街,成德里,2015/08/25,23.016,120.209,67000340,104,4
小東路,小東里,2015/08/25,23.0,120.226,67000320,104,10
康樂街,三合里,2015/08/25,22.991,120.194,67000370,104,20
大橋一街,大橋里,2015/08/25,23.016,120.225,67000310,104,10
金華路,文華里,2015/08/25,22.964,120.19,67000330,104,13
和緯路,大豐里,2015/08/25,23.01,120.194,67000340,104,16
勝利街,永康里,2015/08/25,23.003,120.233,67000310,104,9
北安路,成功里,2015/08/25,23.017,120.21,67000340,104,15
富強路,西勢里,2015/08/25,23.015,120.272,67000310,104,1
南明街,文南里,2015/08/25,22.984,120.189,67000330,104,2
西和路,文賢里,2015/08/25,23.001,120.189,67000370,104,13
府安路,海南里,2015/08/25,23.011,120.179,67000350,104,1
安中路,鳳凰里,2015/08/25,23.047,120.185,67000350,104,2
安中路,安慶里,2015/08/25,23.047,120.183,67000350,104,6
安中二街,頂安里,2015/08/25,23.046,120.19,67000350,104,3
仁愛街,鹽行里,2015/08/25,23.045,120.238,67000310,104,2
港口,港南里,2015/08/25,23.088,120.229,67000210,104,1
小東路,東興里,2015/08/25,23.002,120.216,67000340,104,1
武廟路,武廟里,2015/08/25,23.324,120.266,67000020,104,1
樹林街,大南里,2015/08/25,22.987,120.209,67000370,104,9
公學路,長安里,2015/08/25,23.071,120.197,67000350,104,3
中華西街,安康里,2015/08/25,23.013,120.227,67000310,104,16
公園路,光文里,2015/08/25,23.133,120.3,67000190,104,1
東橋,東橋里,2015/08/25,23.02,120.234,67000310,104,2
勝利路,鎮山里,2015/08/25,23.151,120.179,67000120,104,1
臨安路,文成里,2015/08/25,23.005,120.199,67000340,104,6
中華北路,大港里,2015/08/25,23.022,120.207,67000340,104,8
正興街,中正里,2015/08/25,22.994,120.198,67000370,104,7
開元路,大宏里,2015/08/25,23.308,120.323,67000010,104,2
古堡路,港仔里,2015/08/25,23.0,120.162,67000360,104,2
海東六街,海東里,2015/08/25,23.039,120.188,67000350,104,1
海中街,海西里,2015/08/25,23.041,120.184,67000350,104,1
育德路,成德里,2015/08/25,23.008,120.205,67000340,104,9
洲尾街,鹽洲里,2015/08/25,23.041,120.228,67000310,104,1
復興路,延平里,2015/08/25,23.305,120.301,67000010,104,1
勝利路,中樓里,2015/08/25,22.988,120.217,67000340,104,8
中華西路,開南里,2015/08/25,22.966,120.184,67000330,104,3
五妃街,法華里,2015/08/25,22.983,120.21,67000370,104,4
大橋五街,大橋里,2015/08/25,23.022,120.227,67000310,104,2
大同路,大同里,2015/08/25,22.988,120.212,67000320,104,12
安和路,安東里,2015/08/25,23.036,120.214,67000350,104,2
永南二街,文南里,2015/08/26,22.983,120.188,67000330,104,10
中華二路,五王里,2015/08/26,23.009,120.237,67000310,104,1
港墘,通興里,2015/08/26,23.143,120.158,67000120,104,1
安和街,州南里,2015/08/26,23.064,120.219,67000350,104,1
長和路,布袋里,2015/08/26,23.053,120.239,67000350,104,1
府安路,幸福里,2015/08/26,23.02,120.191,67000350,104,9
保大路,媽廟里,2015/08/26,23.005,120.279,67000280,104,1
大橋一街,安康里,2015/08/26,23.016,120.227,67000310,104,10
海安路,中正里,2015/08/26,22.994,120.196,67000370,104,12
成功三街,成功里,2015/08/26,22.959,120.231,67000270,104,4
安平路,平安里,2015/08/26,22.998,120.184,67000360,104,4
永福路,福安里,2015/08/26,22.991,120.2,67000370,104,7
大同路,路東里,2015/08/26,22.971,120.216,67000320,104,1
永和街,網寮里,2015/08/26,23.019,120.253,67000310,104,2
三民街,三民里,2015/08/26,23.053,120.247,67000310,104,1
長南街,文南里,2015/08/26,22.983,120.191,67000330,104,6
長榮路,正風里,2015/08/26,23.009,120.221,67000340,104,35
大武街,小康里,2015/08/26,23.018,120.217,67000340,104,29
林森路,重興里,2015/08/26,23.004,120.225,67000340,104,9
西門路,成德里,2015/08/26,23.008,120.207,67000340,104,6
城北路,城東里,2015/08/26,23.063,120.13,67000350,104,1
夏林路,田寮里,2015/08/26,22.98,120.195,67000330,104,10
開元路,中樓里,2015/08/26,23.006,120.218,67000340,104,27
崇善7街,崇善里,2015/08/26,22.972,120.23,67000320,104,2
東豐路,中樓里,2015/08/26,23.004,120.215,67000340,104,9
國安街,幸福里,2015/08/26,23.023,120.191,67000350,104,12
和愛街,仁和里,2015/08/26,22.96,120.223,67000270,104,3
裕農路,富強里,2015/08/26,22.985,120.225,67000320,104,16
金華路,再興里,2015/08/26,22.978,120.191,67000330,104,10
,草山里,2015/08/26,23.007,120.428,67000260,104,1
前鋒路,圍下里,2015/08/26,22.994,120.213,67000320,104,4
鎮山街,鎮山里,2015/08/26,23.151,120.183,67000120,104,1
東寧路,中西里,2015/08/26,22.992,120.22,67000320,104,2
西門路,六甲里,2015/08/26,23.006,120.206,67000340,104,20
開南街,力行里,2015/08/26,23.007,120.23,67000340,104,5
府前一街,大涼里,2015/08/26,22.993,120.189,67000370,104,4
大德街,新昌里,2015/08/26,22.986,120.196,67000330,104,9
裕東二街,裕聖里,2015/08/26,22.977,120.247,67000320,104,2
大橋三街,大橋里,2015/08/26,23.02,120.227,67000310,104,8
府前路,大涼里,2015/08/26,22.991,120.195,67000370,104,13
安富街,安富里,2015/08/26,23.027,120.199,67000350,104,1
寶發路,新榮里,2015/08/26,23.227,120.186,67000130,104,1
大勇街,元安里,2015/08/26,22.99,120.195,67000370,104,12
崇德19街,崇文里,2015/08/26,22.968,120.23,67000320,104,2
中山路,埔園里,2015/08/26,23.029,120.257,67000310,104,1
富強路,西勢里,2015/08/26,23.014,120.272,67000310,104,1
頂美三街,西湖里,2015/08/26,23.002,120.186,67000370,104,2
南工街,二王里,2015/08/26,23.014,120.24,67000310,104,7
中興路,東榮里,2015/08/26,23.029,120.336,67000180,104,1
林森路,泉南里,2015/08/26,22.981,120.214,67000320,104,4
新建路,開南里,2015/08/26,22.968,120.186,67000330,104,10
中山南路,六合里,2015/08/26,23.012,120.227,67000310,104,13
龍昌街,王行里,2015/08/26,23.03,120.269,67000310,104,1
五妃街,新昌里,2015/08/26,22.982,120.196,67000330,104,45
裕農路,後甲里,2015/08/26,22.987,120.237,67000320,104,4
信義路,東榮里,2015/08/26,23.038,120.315,67000180,104,1
北華街,三德里,2015/08/26,23.001,120.205,67000340,104,35
忠義街,延平里,2015/08/26,23.302,120.311,67000010,104,3
永華路,平通里,2015/08/26,22.988,120.194,67000360,104,14
復興街,南關里,2015/08/26,23.132,120.285,67000190,104,1
安中一段,安慶里,2015/08/26,23.035,120.207,67000350,104,2
中興路,文昌里,2015/08/26,23.132,120.293,67000190,104,2
崇善路,崇信里,2015/08/26,22.982,120.222,67000320,104,3
安中二街,頂安里,2015/08/26,23.045,120.189,67000350,104,1
